,0,1,2,3,4,5,6,7,8,9,10
0,0.0003744621,0.00037951948,0.752826,0.01543172,0.0118317185,0.0016268097,0.17148241,0.008471785,0.027397376,0.00096930034,0.009208934
1,0.0027855525,0.0028771083,0.20965023,0.54230857,0.020744076,0.20107917,0.009414015,0.0011782752,0.005965683,0.0021602607,0.0018370574
2,0.0017679778,0.0014462527,0.71768767,0.13073115,0.078716,0.01533507,0.032157302,0.0053635826,0.0110745635,0.001606418,0.0041140076
3,0.01951389,0.9095343,0.0018047573,0.024182372,0.012309933,0.01260184,0.00097598275,0.0013982536,0.0022846418,0.012326548,0.0030676175
4,0.0008391668,0.0061560157,0.012722175,0.8929699,0.006371314,0.066537745,0.0005911202,0.0016067915,0.00499235,0.006212824,0.0010005652
5,0.0024795514,0.0031916152,0.18539831,0.5599743,0.091318294,0.11812198,0.008134393,0.021417791,0.0047399746,0.003488566,0.0017352173
6,0.00089701684,0.0011645512,0.32675263,0.50427294,0.021365676,0.11975304,0.009405347,0.0025278856,0.008024171,0.001860654,0.0039761416
7,0.38417047,0.33724827,0.0030142304,0.0053618364,0.21133621,0.014127535,0.007870974,0.0074597946,0.0046319403,0.022865336,0.0019133652
8,0.00089162233,0.00066250795,0.40246305,0.02169491,0.02461104,0.0093841255,0.49409395,0.0059116883,0.028162787,0.0007995839,0.01132478
9,0.0008135925,0.0019478926,0.81838435,0.048661426,0.011810181,0.006542602,0.04777581,0.001415681,0.022954516,0.009511133,0.030182824
10,0.010397041,0.05916979,0.010535915,0.5317514,0.01712109,0.3180771,0.0011268307,0.0011929423,0.001367314,0.047338452,0.0019221306
11,0.001043585,0.0020765911,0.052440725,0.003926568,0.0103430245,0.0014361674,0.20856646,0.007288912,0.037911993,0.0014481979,0.6735178
12,0.004179666,0.005547998,0.15918678,0.089920506,0.081472404,0.10429396,0.2272305,0.03646139,0.20689979,0.011542295,0.07326468
13,0.0050039245,0.030491734,0.005445779,0.73260814,0.011039901,0.20335965,0.00050290383,0.0016508065,0.0014922033,0.007656573,0.00074843055
14,0.0030014606,0.006639129,0.09763585,0.0067982026,0.058251925,0.01752321,0.6721825,0.025395488,0.10021675,0.007085984,0.005269441
15,0.0018031488,0.005225265,0.02461401,0.7728889,0.015646344,0.16456537,0.0027705333,0.0021949352,0.005072291,0.0021091218,0.003110112
16,0.00072803086,0.001733171,0.00962369,0.121339306,0.009254175,0.8514587,0.0010915734,0.0009447257,0.00087860704,0.0017607575,0.0011872125
17,0.020534609,0.96595466,0.00052275154,0.0020629028,0.0029554905,0.0019074206,0.0009005922,0.0011170562,0.000402701,0.001735952,0.0019058291
18,0.0019246356,0.007140388,0.008831264,0.15984528,0.019853551,0.79382575,0.0017245517,0.001372059,0.0015901437,0.0032228038,0.00066959753
19,0.00067156757,0.00054518715,0.03570565,0.0010754343,0.0035454128,0.0010544959,0.90821123,0.027630636,0.017799204,0.00032924302,0.0034319256
20,0.0048203007,0.005611311,0.077339694,0.818792,0.016426316,0.059535056,0.004933008,0.0030365554,0.0041671293,0.0022160406,0.0031225474
21,0.008698471,0.27933702,0.046523355,0.064750046,0.12669227,0.1072403,0.008418191,0.0032970347,0.0060747564,0.084498286,0.26447028
22,0.010542782,0.01664576,0.064343676,0.009933971,0.12553012,0.018144568,0.27992004,0.33358148,0.123765945,0.011622552,0.005969133
23,0.014219919,0.09893322,0.012375488,0.55047786,0.015482997,0.17729144,0.0013705981,0.0018123137,0.0027689734,0.12108998,0.004177215
24,0.008604932,0.0041737417,0.012313293,0.033805363,0.780485,0.11938627,0.008255266,0.027077537,0.0021711169,0.0023654185,0.0013621593
25,0.00059532165,0.00083259895,0.36935186,0.004455366,0.020035295,0.0010413708,0.5593891,0.01576144,0.023517001,0.00050778955,0.0045128735
26,0.0027300566,0.0046038926,0.58792055,0.09865812,0.04969766,0.041528065,0.12609467,0.009528794,0.049043585,0.012427592,0.017767007
27,0.02193259,0.96153384,0.0006446595,0.0029431514,0.003956369,0.0026483838,0.0007276243,0.0011918303,0.00033503678,0.0023836994,0.0017028714
28,0.0020673918,0.0034573686,0.3491609,0.4674743,0.045728285,0.10647509,0.011637536,0.0030788598,0.0059647383,0.002152625,0.002802901
29,0.0011439061,0.0020531379,0.002037752,0.05281339,0.0027012802,0.9354001,0.0006186205,0.0002519832,0.0004903195,0.002051304,0.00043820502
30,0.00059059396,0.000487408,0.6635045,0.018823836,0.0055394354,0.004253472,0.26948348,0.0015983311,0.023981154,0.0013551889,0.010382573
31,0.0036327653,0.015079126,0.0036499728,0.40540642,0.0077006356,0.5586616,0.0008613646,0.00078640215,0.0009452485,0.0022597746,0.0010167644
32,0.005570299,0.009089336,0.06310429,0.021040719,0.00762916,0.0077791675,0.11686764,0.008640004,0.025503919,0.018000405,0.7167751
33,0.001184026,0.0056689354,0.009904732,0.8902885,0.004661734,0.08231104,0.00046522223,0.00082701986,0.0013430566,0.0024262047,0.00091961195
34,0.013113216,0.6700394,0.0032830567,0.2025285,0.007080642,0.092543244,0.0007522641,0.0010621807,0.0008993967,0.005648729,0.0030493303
35,0.0005458625,0.0009956998,0.84406185,0.038753442,0.005458579,0.004919769,0.04880184,0.0008578763,0.015985774,0.011161359,0.028457966
36,0.0008837458,0.0015912813,0.002167723,0.08168378,0.0032745774,0.90675145,0.00084821385,0.00035767604,0.0003503359,0.0016559431,0.00043528847
37,0.0006844034,0.00089495524,0.01163154,0.11646438,0.0035644234,0.8603137,0.0019881544,0.00078248326,0.0019654268,0.0010306814,0.00067977497
38,0.0013735871,0.004840294,0.0050913645,0.73778427,0.007316866,0.23850521,0.0004122664,0.00081197795,0.0010632346,0.002225886,0.0005749762
39,0.0006826618,0.0015237518,0.036244333,0.00663261,0.0030339663,0.0013776915,0.010839425,0.0009850283,0.010116538,0.0020846087,0.92647934
40,0.0017644248,0.0032147858,0.023017775,0.46503964,0.026104923,0.46724868,0.0025164322,0.0032983709,0.0022865653,0.004064589,0.0014438529
41,0.015297927,0.9622924,0.00086391,0.0053014373,0.002906224,0.0030401312,0.00065005163,0.00084347406,0.00044797236,0.005828558,0.0025279312
42,0.0041809212,0.006446688,0.61383903,0.12904084,0.02981242,0.0091683995,0.101377144,0.014756985,0.058796816,0.0018763778,0.030704439
43,0.0012226423,0.008020934,0.007403924,0.75343245,0.0055316966,0.21769746,0.00048096565,0.0005350837,0.0015087549,0.0033925332,0.0007735387
44,0.0012816092,0.002585778,0.16792491,0.60889876,0.02527149,0.16642684,0.00970854,0.004738281,0.0063837627,0.0049459054,0.0018341437
45,0.0015779262,0.010606318,0.05343769,0.0032407746,0.0033295087,0.0013634105,0.082601085,0.003320879,0.0640444,0.009873829,0.76660424
46,0.020338427,0.015406418,0.004765844,0.028566036,0.20685787,0.70477974,0.004012955,0.004392844,0.004006034,0.0049823215,0.0018915506
47,0.0013376718,0.002983159,0.64861727,0.017013647,0.1280696,0.009321856,0.14911678,0.007295385,0.016793361,0.0107673295,0.008683936
48,0.0015755584,0.002230204,0.00500639,0.5675467,0.007470821,0.41155925,0.00071771984,0.0011729744,0.0009464653,0.0012985659,0.00047533278
49,0.0010645116,0.002538755,0.6582224,0.07768401,0.04293488,0.014481984,0.15126626,0.0040433733,0.014770836,0.0018750315,0.03111789
50,0.0007977046,0.0020387021,0.3504333,0.004771154,0.005506144,0.0014617685,0.5593916,0.0060418015,0.05652405,0.0015088227,0.011524949
51,0.0015696085,0.001506969,0.11970347,0.0028953427,0.026809758,0.0016171394,0.6507226,0.16235569,0.025490046,0.0007968225,0.0065325433
52,0.0012345363,0.0037095193,0.01403812,0.7690899,0.019952113,0.1841047,0.0008369942,0.001883487,0.0014719253,0.0031371969,0.00054155674
53,0.005341259,0.0069561554,0.12156103,0.015781028,0.15370473,0.012691705,0.36979017,0.26112825,0.036732595,0.012113751,0.0041993363
54,0.012655087,0.0951706,0.079707,0.04766936,0.059557747,0.11097876,0.054255437,0.008871217,0.037171245,0.39539447,0.09856908
